Time,Distance
25/04/23 21:34:36,36
25/04/23 21:34:36,36
25/04/23 21:34:36,35
25/04/23 21:34:36,35
25/04/23 21:34:36,36
25/04/23 21:34:36,36
25/04/23 21:34:36,35
25/04/23 21:34:36,35
25/04/23 21:34:36,35
25/04/23 21:34:36,35
25/04/23 21:34:36,36
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:37,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:38,35
25/04/23 21:34:39,35
25/04/23 21:34:39,35
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,36
25/04/23 21:34:39,35
25/04/23 21:34:39,35
25/04/23 21:34:40,35
25/04/23 21:34:40,35
25/04/23 21:34:40,35
25/04/23 21:34:40,35
25/04/23 21:34:40,35
25/04/23 21:34:40,35
25/04/23 21:34:58,27
25/04/23 21:34:58,28
25/04/23 21:34:58,28
25/04/23 21:34:58,28
25/04/23 21:34:58,28
25/04/23 21:34:58,28
25/04/23 21:34:58,28
25/04/23 21:34:58,29
25/04/23 21:34:58,29
25/04/23 21:34:58,29
25/04/23 21:34:58,29
25/04/23 21:34:58,29
25/04/23 21:34:58,29
25/04/23 21:34:58,29
25/04/23 21:34:59,29
25/04/23 21:34:59,29
25/04/23 21:34:59,29
25/04/23 21:34:59,29
25/04/23 21:34:59,29
25/04/23 21:34:59,29
25/04/23 21:34:59,28
25/04/23 21:34:59,28
25/04/23 21:34:59,28
25/04/23 21:34:59,28
25/04/23 21:34:59,28
25/04/23 21:34:59,28
25/04/23 21:34:59,28
25/04/23 21:34:59,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:00,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:01,28
25/04/23 21:35:02,28
25/04/23 21:35:02,27
25/04/23 21:35:02,27
25/04/23 21:35:02,27
25/04/23 21:35:02,26
25/04/23 21:35:02,26
25/04/23 21:35:02,26
25/04/23 21:35:02,25
25/04/23 21:35:02,25
25/04/23 21:35:02,25
25/04/23 21:35:02,24
25/04/23 21:35:02,24
25/04/23 21:35:02,24
25/04/23 21:35:02,24
25/04/23 21:35:03,25
25/04/23 21:35:03,24
25/04/23 21:35:03,24
25/04/23 21:35:03,24
25/04/23 21:35:03,25
25/04/23 21:35:03,24
25/04/23 21:35:03,25
25/04/23 21:35:03,25
25/04/23 21:35:03,25
25/04/23 21:35:03,25
25/04/23 21:35:03,25
25/04/23 21:35:03,26
25/04/23 21:35:03,26
25/04/23 21:35:03,26
25/04/23 21:35:03,26
25/04/23 21:35:04,27
25/04/23 21:35:04,27
25/04/23 21:35:04,27
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:04,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:05,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:06,28
25/04/23 21:35:07,27
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:07,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,28
25/04/23 21:35:08,27
25/04/23 21:35:08,27
25/04/23 21:35:08,28
25/04/23 21:35:08,27
25/04/23 21:35:08,27
25/04/23 21:35:09,27
25/04/23 21:35:09,28
25/04/23 21:35:09,27
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:09,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:10,28
25/04/23 21:35:11,28
25/04/23 21:35:11,28
25/04/23 21:35:11,28
25/04/23 21:35:11,28
25/04/23 21:35:11,28
25/04/23 21:35:11,28
25/04/23 21:35:11,28
25/04/23 21:35:11,28
25/04/23 21:35:11,28
25/04/23 21:35:12,28
25/04/23 21:39:30,37
25/04/23 21:39:30,36
25/04/23 21:39:30,37
25/04/23 21:39:30,36
25/04/23 21:39:30,37
25/04/23 21:39:30,37
25/04/23 21:39:30,37
25/04/23 21:39:31,37
25/04/23 21:39:31,37
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:31,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:32,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:33,35
25/04/23 21:39:33,36
25/04/23 21:39:33,36
25/04/23 21:39:34,36
25/04/23 21:39:34,36
25/04/23 21:39:34,36
25/04/23 21:39:34,36
25/04/23 21:39:34,36
25/04/23 21:39:34,36
25/04/23 21:39:34,36
25/04/23 21:39:34,36
25/04/23 21:46:13,23
25/04/23 21:46:13,23
25/04/23 21:46:13,23
25/04/23 21:46:13,23
25/04/23 21:46:13,23
25/04/23 21:46:13,23
25/04/23 21:46:13,23
25/04/23 21:46:14,23
25/04/23 21:46:14,23
25/04/23 21:46:14,23
25/04/23 21:46:14,23
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:14,24
25/04/23 21:46:15,24
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:15,23
25/04/23 21:46:16,23
25/04/23 21:46:16,23
25/04/23 21:46:16,23
